Nitrogen,nitrogen_status,Phosphorus,phosphorus_status,Potassium,potassium_status,temperature,ec,moisture,pH_Value,Rainfall,previous_crop,soil_type,Variety
18.90463039,low,9.157514282,low,84.27871747,high,29.69927657,0.778147489,62.9870769,5.469869187,124.4688335,Onion,Sandy,Flint
137.9244064,high,33.50344626,medium,87.90129409,high,30.69662951,0.461014132,36.30213097,6.847547583,212.0102031,Moong,Sandy,Hard Red
108.4179285,high,55.03244068,high,93.47545928,high,13.14025136,0.817868106,70.03506038,8.070739596,379.0576898,Groundnut,Silt,Arborio
138.6172851,high,43.6155111,medium,92.82165103,high,31.27638457,0.253030716,81.80586843,5.085082794,328.3183668,Groundnut,Sandy,Basmati
77.39256767,medium,89.65402249,high,22.31340482,low,42.51158735,0.670413354,58.35424924,7.908738291,65.63598599,Chili,Silt,Cherry
20.74478016,low,82.71649633,high,68.03468907,medium,12.39206088,1.190885946,67.45767211,8.291504748,316.299112,Garlic,Peaty,Hard Red
123.126945,high,35.34369024,medium,84.60221581,high,32.08553372,0.701419953,93.36504511,5.584522371,130.3715018,Moong,Sandy,Russet
126.1110816,high,17.77575633,low,81.96751294,high,30.60958322,1.302969488,36.35196342,8.367905589,238.6542105,Groundnut,Saline,Co 99004
46.02174031,medium,46.69555047,medium,63.25689391,medium,37.07284689,0.645558815,73.17082963,4.727681129,78.41118245,Bajra,Silt,Roma
12.5535991,low,40.1235399,medium,69.19123719,medium,42.72475997,1.080434696,77.44001304,6.298496883,260.2036952,Wheat,Peaty,Co 86032
109.513616,high,17.14187513,low,28.51134039,low,20.06219486,1.056142058,94.85163295,5.109067827,244.8041854,Moong,Loamy,Flint
43.12964963,medium,65.88980943,high,43.38077967,medium,10.64887345,0.764596963,84.17848156,6.753755191,196.8364292,Onion,Sandy,Red
91.43030761,high,55.79473764,high,85.62736205,high,16.43751019,0.725475423,65.70646796,5.738542396,275.9933278,Moong,Saline,Co 99004
93.70568692,high,35.49131471,medium,29.65216545,low,14.32833047,0.207721911,33.14705188,7.845230381,347.1270974,Moong,Sandy,Co 99004
130.8275106,high,13.27243266,low,61.08820268,medium,35.13401341,1.379624337,49.49390119,7.72943677,59.4156559,Moong,Silt,Dent
23.83011293,low,60.0639156,high,69.01816653,medium,26.24865894,0.654887763,58.99149554,6.969871941,239.3853884,Wheat,Saline,Co 0238
120.6921333,high,14.25539418,low,98.46778485,high,38.50654003,0.689566117,57.30596471,8.068196688,59.97538295,Moong,Sandy,Durum
132.3467138,high,89.68942523,high,36.82995922,low,38.25427666,0.436419366,41.7819105,6.98187462,280.9882317,Groundnut,Sandy,Co 99004
76.87336661,medium,27.58372321,medium,40.85252822,medium,10.8754456,1.322217416,33.92488661,5.844841671,239.416251,Garlic,Loamy,Co 0238
127.1841789,high,72.42971425,high,67.49423277,medium,37.84028489,0.713394511,92.09882372,6.981314814,268.3150046,Groundnut,Loamy,Yukon Gold
18.87163621,low,31.16725627,medium,84.25230097,high,14.29173787,0.538328066,80.19435186,8.050273529,281.8762324,Wheat,Sandy,Hard Red
32.86102093,low,14.93878138,low,70.52618988,medium,37.57619568,0.99239986,80.78805172,4.735301698,204.8574092,Cotton,Loamy,Hard Red
21.64100564,low,49.70029932,medium,48.94015972,medium,21.35395466,1.126755002,92.04688429,4.630371172,221.3480928,Garlic,Saline,Soft Red
10.68678331,low,71.78650909,high,65.62794307,medium,15.31479288,0.35005878,67.0384086,8.142784707,83.17882743,Cotton,Sandy,Basmati
123.0593383,high,30.73962799,medium,41.86159186,medium,14.578832,0.946179802,41.60000788,6.386169106,71.26241042,Groundnut,Silt,Durum
90.90076886,high,53.74924904,high,33.97220036,low,15.23243369,1.036339746,91.77466388,5.956649013,313.227675,Groundnut,Silt,Red
30.40229026,low,35.51284328,medium,88.74425206,high,15.88951519,1.162355182,86.29778923,7.140212527,376.24215,Chili,Silt,Yukon Gold
115.7752335,high,67.89515402,high,58.48819805,medium,40.81460297,0.858759024,79.71901543,6.651494097,179.746849,Moong,Silt,Jasmine
99.20652915,high,85.30027224,high,27.20583309,low,22.03195015,0.914952557,40.92019295,7.990312315,202.2562503,Moong,Saline,Yukon Gold
77.41817421,medium,79.59545408,high,14.20642324,low,13.11180582,0.209053596,99.24782871,6.637013491,268.1795282,Garlic,Sandy,Basmati
100.2424725,high,84.22151754,high,85.51146333,high,36.9763521,0.957505772,42.51935442,5.214297419,240.5844088,Groundnut,Peaty,Basmati
68.81203648,medium,25.16955008,medium,73.7664041,medium,21.02282926,0.702546151,44.92216012,5.030109094,263.8729244,Chili,Loamy,Co 0238
93.30846117,high,16.0613371,low,15.65433991,low,32.06963234,0.925866493,43.93036713,6.688698504,145.7770659,Groundnut,Loamy,Red
111.1047479,high,81.99118675,high,89.54081646,high,39.67247421,1.442343477,71.78271443,7.864683615,122.9857628,Moong,Peaty,Co 0238
108.0009041,high,76.01907512,high,18.98055849,low,20.08557158,1.353299799,84.07255326,6.850158679,193.5951667,Groundnut,Clay,Hard Red
8.160892217,low,27.24406035,medium,91.76815109,high,27.00282377,1.361425974,33.34363982,6.426344713,312.6450506,Cotton,Silt,Flint
107.9378508,high,74.23260121,high,29.87174335,low,43.1660875,0.66908052,32.20968369,7.440696574,90.39136381,Moong,Silt,Arborio
111.1805637,high,28.00603916,medium,57.76747734,medium,16.11289645,1.227772176,56.25837923,7.814738766,215.3523957,Moong,Peaty,Co 86032
33.539723,low,46.38531321,medium,46.30581906,medium,44.82387266,1.234314319,73.3277194,6.504290493,163.6228279,Onion,Clay,Basmati
120.7475575,high,49.23124241,medium,25.95696815,low,38.86787949,0.811841795,99.08372963,5.683461163,175.6323088,Moong,Loamy,Hard Red
24.27215981,low,74.86435707,high,37.8062461,low,43.61731012,1.011344534,42.54310662,7.069831252,272.2028404,Garlic,Peaty,Dent
103.8918655,high,30.72654574,medium,82.82930504,high,11.32432632,0.382088803,65.15924129,5.227898754,241.8586167,Groundnut,Sandy,Roma
92.26922285,high,21.38072813,medium,83.51132312,high,43.21292242,1.300848844,81.65465098,8.412743128,83.39889774,Moong,Saline,Cherry
21.5404088,low,78.21739181,high,19.80839873,low,43.00137382,1.166637441,74.89303207,5.343009544,318.0265462,Jeera,Saline,Soft Red
73.03098536,medium,48.08021959,medium,52.22950138,medium,42.47680441,1.286841375,59.47610598,4.851515243,371.506565,Garlic,Clay,Co 86032
82.55721147,high,81.27461827,high,61.36594929,medium,30.9348195,0.348228337,91.75302378,8.126937693,180.6404739,Moong,Sandy,Dent
16.43464933,low,15.5055732,low,93.0290699,high,17.98220803,0.944604708,39.8156908,6.846512992,57.73818096,Onion,Saline,Flint
149.7032303,high,72.86132407,high,84.20259781,high,41.25697943,1.050905385,42.96535731,5.880075594,187.6734259,Groundnut,Saline,Cherry
78.23078503,medium,13.43540252,low,40.31367049,medium,22.45818546,1.930815423,44.61702708,6.303894832,82.46838662,Garlic,Clay,Russet
111.6365141,high,61.05856265,high,72.87831643,medium,26.19300148,0.755192253,97.91224305,7.516893086,332.0726061,Moong,Loamy,Co 0238
68.30588416,medium,79.00419784,high,83.60882608,high,21.47243995,1.338177983,33.37777522,8.020688126,81.36088406,Bajra,Loamy,Sweet
60.85423832,medium,20.52144107,medium,95.77408392,high,31.68740975,2.122590926,51.38296489,5.355391727,398.6922298,Onion,Clay,Red
104.4993417,high,15.12806556,low,44.56531971,medium,36.34817444,2.042328946,69.46753131,6.514971386,187.2033838,Groundnut,Clay,Hard Red
39.69453406,low,72.63135599,high,77.22101384,medium,41.43310607,1.773359349,94.35308239,5.145697638,194.0667855,Wheat,Clay,Co 86032
103.3939784,high,61.83205071,high,70.01777653,medium,36.99937177,0.771893913,80.60400615,6.890496904,48.8866291,Groundnut,Sandy,Sweet
119.0183648,high,59.25719672,high,21.53851516,low,29.64612248,0.268984459,46.92351453,8.39455592,249.0055083,Groundnut,Sandy,Dent
104.7245375,high,67.59080071,high,80.52902468,high,26.45997573,1.199224194,69.34971436,7.15419125,248.2393705,Moong,Loamy,Roma
32.25480661,low,76.61114381,high,38.18206281,low,26.83456366,1.467605241,34.81722388,5.42505019,199.3814226,Cotton,Peaty,Durum
146.7126355,high,37.33068825,medium,59.06890544,medium,23.17290116,0.847894622,55.89328642,4.69035628,28.00160742,Groundnut,Peaty,Yukon Gold
39.7118428,low,55.18844027,high,64.23083432,medium,14.39589966,0.67562925,58.10742954,5.903971173,49.37856625,Onion,Loamy,Red
18.32411674,low,34.70415913,medium,90.92820678,high,13.29254181,0.651533849,35.20675102,7.045583136,274.1717853,Wheat,Saline,Sweet
62.5312884,medium,63.3483737,high,52.55381213,medium,10.03952825,0.823291749,42.27117721,6.702300178,204.2814569,Bajra,Silt,Cherry
139.0428281,high,46.11845291,medium,97.6320983,high,34.35073229,0.757306388,73.88828088,5.031897841,236.8123097,Moong,Sandy,Co 86032
147.4077058,high,56.27214147,high,89.838934,high,21.08345459,0.468918778,62.87399659,6.216333269,294.1640901,Groundnut,Sandy,Sweet
105.9487084,high,60.40357383,high,51.26718326,medium,11.46540731,0.77721967,53.05762442,6.621455502,313.8002982,Groundnut,Sandy,Dent
118.2192966,high,23.96495465,medium,20.91040162,low,37.33977934,0.661736947,66.35508663,6.392611616,189.2239507,Groundnut,Sandy,Basmati
84.74472767,high,84.03035118,high,91.52601791,high,36.89246275,0.525772297,98.32459693,5.134442207,186.9608826,Moong,Sandy,Soft Red
144.9110954,high,45.22770382,medium,49.84084272,medium,43.21305697,1.266882429,74.54482351,5.893458276,289.8889424,Moong,Peaty,Sweet
117.7674172,high,9.003770889,low,33.55220834,low,18.03461005,0.938649748,52.5633151,7.838562351,307.5437938,Groundnut,Peaty,Jasmine
111.1735672,high,22.05982048,medium,28.0639669,low,24.54865825,1.048009028,56.70903552,8.396164311,52.09589529,Groundnut,Peaty,Arborio
48.21287349,medium,30.74963382,medium,46.54355,medium,34.74549876,0.589563206,50.04428265,6.151881413,97.45237023,Onion,Sandy,Jasmine
59.2177023,medium,27.89678541,medium,73.412845,medium,26.56200217,1.424322894,56.29583447,5.799951598,299.6171378,Onion,Peaty,Dent
63.09358677,medium,38.49463892,medium,35.15416061,low,19.79646155,1.057679263,67.94349493,6.518548617,117.3213422,Chili,Saline,Soft Red
64.00510427,medium,40.11593223,medium,94.06409121,high,40.73236561,0.621781517,75.0519124,7.108150431,139.5367057,Chili,Loamy,Yukon Gold
141.007056,high,41.7010666,medium,18.0066055,low,26.43640978,1.266092671,95.04720242,5.934608556,43.23217001,Groundnut,Clay,Russet
64.96357699,medium,48.35057131,medium,80.90621435,high,40.34527961,0.707496862,82.62216501,5.056548455,62.50986251,Chili,Sandy,Co 0238
37.34599003,low,31.66756082,medium,24.90917185,low,35.99179728,0.31772305,93.20336129,5.163165006,103.5319697,Wheat,Sandy,Hard Red
5.143714107,low,67.0176077,high,15.6987497,low,11.22501784,1.243280167,42.24230213,4.770355196,93.70879886,Wheat,Loamy,Beefsteak
25.47253593,low,40.92051518,medium,55.4021654,medium,11.33518084,0.942799412,77.0850909,8.002383303,90.31762441,Garlic,Peaty,Jasmine
41.17487142,medium,38.23054746,medium,64.07307499,medium,37.19348792,0.991910393,96.1089775,6.383981951,41.97637967,Bajra,Clay,Hard Red
95.50253986,high,5.884138862,low,53.64062316,medium,21.74413987,1.322006936,36.24148626,4.721523981,220.5473337,Moong,Clay,Co 0238
12.01551199,low,9.326616223,low,84.10561758,high,11.91651147,1.032138641,45.99092492,8.02416752,286.3208509,Chili,Loamy,Roma
149.608051,high,71.00262699,high,61.05440781,medium,11.48554501,1.498411575,88.67786604,8.447720494,233.046781,Groundnut,Peaty,Basmati
135.3974367,high,54.21379036,high,56.81307489,medium,21.98006968,0.572817541,88.83576876,4.703868689,124.2440878,Groundnut,Silt,Co 99004
71.94284476,medium,28.3940723,medium,10.21494937,low,13.72181797,0.404725716,44.90114165,7.665794074,372.2105226,Onion,Sandy,Sweet
77.4576166,medium,55.06350364,high,24.4634241,low,43.37870038,1.105259985,67.77429772,6.845023032,325.4298101,Garlic,Clay,Yukon Gold
11.52362868,low,73.06390231,high,96.43322793,high,25.88722487,0.559659741,33.7311562,7.804183338,243.3167411,Cotton,Peaty,Flint
7.020361129,low,18.82104409,low,27.02223689,low,19.78295494,0.505867188,86.66380069,7.176754676,197.0073001,Cotton,Sandy,Dent
15.54061989,low,50.26787129,high,36.38139411,low,25.48843547,1.088063599,38.65480542,5.772716715,121.1965745,Chili,Loamy,Roma
104.35542,high,74.28043398,high,78.57455092,medium,20.42270356,0.860552064,77.52687813,8.39341912,33.06927116,Groundnut,Peaty,Jasmine
50.37404787,medium,64.30167715,high,49.43049524,medium,25.74712565,1.107897067,96.4411505,4.510578318,122.9044568,Onion,Silt,Jasmine
84.32455876,high,34.21126268,medium,70.98971148,medium,32.61518173,0.708189708,49.28795208,5.745661861,149.3906878,Groundnut,Saline,Co 86032
35.93985485,low,11.46163599,low,91.34216771,high,22.13659506,1.203286277,76.87819526,5.141213454,210.5893361,Garlic,Loamy,Jasmine
55.45481373,medium,16.82065392,low,79.08359567,medium,32.72895641,0.993807883,62.89660856,8.238862151,250.7283437,Garlic,Peaty,Beefsteak
54.04524389,medium,15.39285425,low,83.26778125,high,34.85966081,1.414489403,33.61337612,5.119317514,153.3931603,Onion,Saline,Flint
60.51820366,medium,44.50842857,medium,41.4829403,medium,11.58879701,1.671939422,74.33329055,5.778058056,354.5887793,Onion,Clay,Hard Red
56.50523568,medium,86.50324098,high,72.43202221,medium,11.68985897,0.260900038,49.98170866,6.059646326,379.9403267,Garlic,Sandy,Roma
34.18402835,low,64.07863303,high,80.43910712,high,14.9220454,1.897964532,61.91015874,5.98030143,185.5000253,Chili,Clay,Sweet
69.17691677,medium,22.79327861,medium,53.01941885,medium,12.72505284,1.207908576,56.86506269,8.378315422,76.24677015,Onion,Loamy,Co 0238
116.5529939,high,37.50193997,medium,40.0229857,medium,42.77913705,0.658705414,57.88609492,7.892052507,365.7389857,Groundnut,Saline,Dent
146.0146992,high,51.27682729,high,81.61588754,high,16.84531694,1.3175936,73.00979061,4.517514513,267.2377353,Groundnut,Silt,Arborio
119.6745529,high,48.17506265,medium,14.89264646,low,44.05560674,0.789300496,75.42165883,7.266611461,132.5184861,Moong,Sandy,Jasmine
26.4427772,low,41.06899424,medium,61.28503211,medium,41.54943915,1.002619113,45.94387429,7.076783934,23.14899306,Cotton,Clay,Soft Red
79.07776387,medium,83.6190442,high,92.42995443,high,30.52855092,0.633444845,89.4578873,8.015225009,287.4816657,Garlic,Sandy,Sweet
67.39367058,medium,62.70584869,high,64.28286837,medium,43.26670753,1.911696024,54.86578882,4.714298237,40.64023412,Bajra,Clay,Co 86032
49.23150082,medium,82.07062703,high,44.51436207,medium,22.19464554,0.940158063,77.26450896,6.044336323,52.36338061,Bajra,Silt,Jasmine
149.8695869,high,34.65260277,medium,40.81486668,medium,10.0593915,0.730164859,35.14617618,7.580807243,167.5369431,Moong,Sandy,Arborio
120.1560095,high,19.47871871,low,12.95240358,low,17.70125238,1.327003195,74.63573899,5.442091946,344.1224896,Moong,Loamy,Basmati
127.6267271,high,24.7211928,medium,56.37464303,medium,44.06529151,1.317211341,64.70378933,5.902144426,138.5065208,Moong,Clay,Arborio
135.9651898,high,85.11949607,high,10.19384711,low,32.74839046,0.962881758,76.01412158,6.424303606,150.3655938,Groundnut,Silt,Flint
111.5435031,high,56.78651174,high,81.76321299,high,22.70404048,1.209213917,78.71173708,6.414982359,254.8563875,Moong,Saline,Arborio
102.5378661,high,11.97905732,low,43.12213095,medium,17.20226675,0.728261265,71.25881354,7.717938976,46.19350486,Groundnut,Sandy,Russet
6.070554952,low,8.228536011,low,19.51400432,low,40.98713318,1.484122168,70.75972076,7.354237134,56.36676254,Garlic,Silt,Sweet
127.4600063,high,62.02593894,high,66.34111662,medium,31.08067663,1.397655615,64.20844967,6.861764765,57.71922482,Moong,Peaty,Co 99004
38.87833781,low,82.98578106,high,65.95999738,medium,25.29900047,1.47873474,66.99501972,5.21101698,398.0168604,Cotton,Peaty,Co 86032
7.17397951,low,37.29895162,medium,61.2708103,medium,43.98416509,0.807852569,89.4474302,5.307179033,290.0946068,Chili,Silt,Dent
50.62036602,medium,58.42991277,high,77.971364,medium,22.46039305,0.534865034,47.15257545,5.678868101,171.9406719,Chili,Sandy,Yukon Gold
89.49794418,high,58.66649659,high,79.70792474,medium,39.02417119,0.585017228,66.44424536,8.377958535,264.4280898,Moong,Sandy,Hard Red
19.35862891,low,78.64721687,high,70.11620925,medium,30.56189831,1.054183177,31.55319492,7.397855745,201.0053765,Chili,Peaty,Yukon Gold
89.52730714,high,35.00835287,medium,99.9394101,high,19.64696042,0.245996791,73.79166129,4.820141866,312.2701693,Moong,Sandy,Hard Red
108.4890726,high,13.90490398,low,54.34961947,medium,38.32170347,0.985606972,52.0694552,7.256604808,344.4972378,Moong,Silt,Roma
5.953296918,low,68.67882427,high,27.86966064,low,19.949194,1.191728022,66.66635259,5.415329738,302.0058335,Onion,Silt,Russet
102.5890903,high,74.1505644,high,40.07964065,medium,22.96279951,1.155589504,99.29610076,4.918072821,240.2750486,Groundnut,Saline,Dent
146.1998431,high,57.39601655,high,14.09799412,low,39.0882342,1.864366272,61.33838462,6.528397457,52.65281316,Moong,Clay,Jasmine
20.81072204,low,35.07356401,medium,17.58251168,low,26.73268598,0.814603527,52.51025791,6.081848395,186.8948455,Onion,Silt,Red
126.4714229,high,75.50447215,high,76.34293203,medium,44.32773938,0.378347963,49.99322173,6.353796337,236.524676,Moong,Sandy,Co 0238
116.0719582,high,36.45076672,medium,50.57998414,medium,23.79592832,0.576354699,32.52864525,6.732529387,27.64940962,Moong,Silt,Hard Red
86.54317283,high,88.5163778,high,52.42113103,medium,32.37722982,1.486251489,31.16881696,4.855276302,262.0913238,Groundnut,Peaty,Sweet
133.3683775,high,63.64142542,high,88.55461839,high,20.24487946,0.701942733,92.03226847,7.195281179,312.5396032,Groundnut,Loamy,Dent
134.753746,high,42.62126137,medium,63.7814757,medium,25.86095692,0.325027438,43.54552255,6.522619745,195.7473253,Groundnut,Sandy,Yukon Gold
52.65309948,medium,79.70329236,high,57.8125916,medium,15.95826442,0.884518904,93.64523387,7.392139932,209.9435645,Chili,Loamy,Arborio
77.97529052,medium,29.315827,medium,59.37264081,medium,14.72167562,0.672603851,89.13146069,7.594291958,142.497042,Bajra,Peaty,Hard Red
84.37990559,high,39.83189706,medium,15.83773778,low,32.36867471,1.386275595,81.40636877,8.33761997,261.7248625,Groundnut,Silt,Co 99004
106.8232616,high,45.55340669,medium,23.33255702,low,36.01183843,1.386064359,99.23151959,7.096887499,208.2018517,Moong,Clay,Flint
127.2006744,high,67.65551817,high,80.21113477,high,21.57334875,0.681671408,33.42463919,5.207879791,92.61320016,Moong,Peaty,Sweet
69.59895551,medium,50.58346617,high,39.93256984,low,22.94975332,0.567102987,38.78940411,4.984297834,352.7950627,Bajra,Peaty,Durum
69.61689667,medium,86.28018573,high,86.14618116,high,43.23450997,1.021578938,85.67939416,8.309801126,196.5119564,Garlic,Silt,Cherry
99.8977785,high,80.30415904,high,77.10048197,medium,24.0727973,0.863387766,53.69156981,5.008333099,169.1008295,Moong,Loamy,Co 99004
113.6389163,high,60.2787776,high,80.55774683,high,22.56288747,0.824195658,94.81436773,5.22988574,145.8296747,Moong,Silt,Yukon Gold
62.93006754,medium,51.10394768,high,97.87775353,high,18.47036198,1.84445877,38.34726512,8.294330884,67.74914134,Garlic,Clay,Dent
89.98089674,high,81.13850856,high,63.23298449,medium,38.40448471,0.713338709,60.40252725,7.000400741,137.4621039,Groundnut,Sandy,Red
69.82641154,medium,56.67013821,high,63.79932301,medium,29.84200858,1.332978069,77.56062425,4.593996947,368.1063988,Chili,Peaty,Roma
105.9339129,high,25.09067248,medium,48.01294026,medium,14.76388855,0.843647464,47.12830546,4.80971839,336.0749116,Groundnut,Peaty,Co 0238
63.35312387,medium,56.45248982,high,55.96894623,medium,30.46413009,0.698990605,40.6088069,5.062738739,96.76841661,Bajra,Peaty,Yukon Gold
146.6164411,high,53.95180283,high,22.92912021,low,42.30791352,1.173267194,92.26981348,6.797950313,30.49197028,Moong,Silt,Yukon Gold
31.10875797,low,73.11523239,high,73.02143318,medium,11.93026058,0.943811484,57.9284431,5.372354677,311.6582525,Wheat,Loamy,Roma
68.98680468,medium,6.246218813,low,81.27741944,high,23.03350056,0.653761451,63.61864319,8.295000953,348.6896033,Onion,Silt,Cherry
107.0118537,high,17.32300093,low,55.56035123,medium,24.65213505,0.548074741,95.56051061,6.056587523,337.1919904,Groundnut,Peaty,Yukon Gold
94.59464538,high,66.61929969,high,59.86122965,medium,12.47829007,1.343468646,86.67620204,5.871446258,128.2451305,Groundnut,Peaty,Sweet
112.586514,high,69.0441411,high,17.47138316,low,38.61144809,1.200513308,46.2775132,8.03064209,58.23594127,Moong,Peaty,Hard Red
79.60470371,medium,44.38768141,medium,71.95499417,medium,20.79332358,0.545198644,92.41803092,6.444981776,161.1156849,Onion,Saline,Durum
133.1226902,high,73.17080036,high,15.00218101,low,14.99457653,1.432360017,67.48761001,7.654511721,112.0542993,Moong,Silt,Russet
108.7617866,high,31.80601294,medium,76.32087623,medium,23.95714124,1.308222012,86.4777472,6.655967849,289.8714562,Groundnut,Clay,Sweet
109.9970652,high,49.22789787,medium,77.39787042,medium,32.35610911,0.662076009,67.73132352,6.208255951,90.24178906,Moong,Saline,Co 99004
121.8758284,high,78.06858463,high,37.37897343,low,14.43204163,1.946141805,87.38996911,6.811922936,128.0775246,Moong,Clay,Flint
147.644658,high,65.51379386,high,86.12610319,high,31.22598867,1.175636387,91.25361973,4.823375632,49.50140566,Groundnut,Loamy,Arborio
34.67156118,low,75.17678104,high,37.94923445,low,37.43418715,1.470949714,90.82469248,5.580324882,194.6257511,Onion,Saline,Sweet
72.09974077,medium,5.194219395,low,27.36868837,low,20.89949928,0.882980403,50.02187001,6.387443968,145.0790234,Onion,Peaty,Beefsteak
116.8588634,high,45.94383449,medium,81.42309066,high,18.08892274,0.718949107,94.74264637,5.864011157,209.4516735,Moong,Silt,Dent
23.36014401,low,74.02453685,high,52.45604248,medium,15.45481693,1.309140929,86.26371621,4.734174928,388.7015387,Chili,Peaty,Co 0238
13.92703882,low,58.05058529,high,18.67260636,low,26.94317989,1.308338373,55.65179115,6.752183057,355.4041586,Chili,Silt,Co 86032
35.68099395,low,37.13357109,medium,85.26234162,high,29.94310883,1.640119804,97.50353318,5.76982359,234.9598662,Wheat,Clay,Arborio
59.61840611,medium,30.38538358,medium,26.03785271,low,15.32063634,0.433224448,80.06731589,5.830737576,317.6006461,Bajra,Sandy,Dent
86.1502247,high,26.06281499,medium,76.74479907,medium,19.91819604,0.6749698,84.34474767,5.325714975,297.8845253,Moong,Saline,Durum
69.84112485,medium,14.36576156,low,96.16489565,high,11.22155337,1.048169413,98.89368363,5.396786157,357.595745,Chili,Peaty,Russet
100.4840602,high,27.10575319,medium,54.41033525,medium,14.45467782,1.544365206,47.69502745,6.866229406,114.5824986,Groundnut,Clay,Russet
108.4145651,high,41.83454746,medium,94.85509599,high,29.24360533,0.708067097,85.5658403,6.295037725,133.5051587,Groundnut,Silt,Yukon Gold
146.0050717,high,23.37203503,medium,34.33149517,low,33.45831455,1.17575113,34.55738145,7.353782227,212.9878194,Groundnut,Clay,Beefsteak
7.541289386,low,87.04247139,high,27.56139684,low,22.73753843,1.283251099,41.54779099,5.360523483,325.550325,Garlic,Clay,Basmati
36.68022802,low,16.58110055,low,17.62013663,low,10.24406523,0.69294755,95.07344495,7.405682703,303.131651,Garlic,Silt,Roma
44.27693898,medium,12.46577463,low,48.25060579,medium,33.23389657,0.659997138,41.17339825,8.304115429,138.7630316,Chili,Saline,Durum
133.0644632,high,79.99088532,high,44.77984301,medium,24.70980683,1.34612318,92.73510818,8.126730729,213.0671724,Moong,Saline,Basmati
128.2273858,high,12.45585516,low,39.2501083,low,43.47304546,1.032903512,86.54793632,5.583597644,224.5152391,Moong,Clay,Co 99004
